date,open,high,low,close,volume,amount
20221031,10175.000,10395.000,10175.000,10310.000,1220,12516550
20221101,10370.000,10380.000,10330.000,10380.000,290,3002950
20221102,10440.000,10440.000,10285.000,10355.000,520,5396300
20221104,10355.000,10365.000,10280.000,10325.000,1920,19865850
20221107,10340.000,10390.000,10300.000,10350.000,400,4131650
20221108,10360.000,10360.000,10250.000,10310.000,300,3089400
20221109,10255.000,10345.000,10255.000,10345.000,290,2983850
20221110,10265.000,10340.000,10255.000,10340.000,190,1957250
20221111,10390.000,10675.000,10375.000,10595.000,390,4091400
20221114,10615.000,10615.000,10420.000,10500.000,240,2530800
20221115,10500.000,10670.000,10500.000,10670.000,280,2960900
20221116,10670.000,10680.000,10620.000,10630.000,300,3198800
20221117,10630.000,10680.000,10630.000,10680.000,140,1491900
20221118,10680.000,10680.000,10630.000,10635.000,200,2131950
20221121,10640.000,10715.000,10640.000,10690.000,180,1923300
20221122,10685.000,10690.000,10500.000,10615.000,480,5073950
20221124,10525.000,10645.000,10450.000,10515.000,740,7765450
20221125,10515.000,10515.000,10320.000,10330.000,850,8808750
20221128,10460.000,10460.000,10225.000,10350.000,750,7755800
20221129,10260.000,10340.000,10260.000,10340.000,230,2370000
20221130,10350.000,10350.000,10300.000,10350.000,330,3413100
20221201,10390.000,10485.000,10390.000,10480.000,260,2713800
20221202,10480.000,10480.000,10415.000,10475.000,260,2721850
20221205,10425.000,10490.000,10230.000,10395.000,790,8196600
20221206,10395.000,10395.000,10260.000,10390.000,140,1448450
20221207,10390.000,10395.000,10355.000,10375.000,50,519100
20221208,10365.000,10495.000,10355.000,10495.000,120,1254550
20221209,10480.000,10495.000,10360.000,10440.000,400,4173400
20221212,10440.000,10490.000,10350.000,10485.000,660,6894800
20221213,10485.000,10485.000,10480.000,10485.000,70,733850
20221214,10485.000,10620.000,10410.000,10520.000,710,7481550
20221215,10570.000,10590.000,10570.000,10590.000,150,1586600
20221216,10590.000,10590.000,10560.000,10560.000,130,1376000
20221219,10625.000,10655.000,10530.000,10645.000,370,3920700
20221220,10555.000,10560.000,10105.000,10380.000,1530,15807950
20221221,10380.000,10380.000,10000.000,10180.000,2000,20248450
20221222,10270.000,10270.000,10050.000,10165.000,1370,13899650
20221223,10165.000,10165.000,10055.000,10130.000,900,9098550
20221226,10080.000,10160.000,10000.000,10130.000,1500,15095100
20221227,10110.000,10140.000,10035.000,10140.000,850,8570250
20221228,10065.000,10145.000,10040.000,10095.000,410,4129600
20221229,10085.000,10165.000,10085.000,10145.000,1560,15847800
20221230,10165.000,10380.000,10150.000,10320.000,770,7865750
20230102,-0.001,-0.001,-0.001,0.000,0,0
20230103,-0.001,-0.001,-0.001,0.000,0,0
20230104,10395.000,10430.000,10210.000,10255.000,800,8237800
20230105,10305.000,10320.000,10255.000,10320.000,230,2368350
20230106,10345.000,10400.000,10345.000,10390.000,150,1555000
20230110,10490.000,10550.000,10480.000,10550.000,300,3153150
20230111,10575.000,10575.000,10500.000,10500.000,90,948500
20230112,10550.000,10585.000,10550.000,10585.000,30,316850
20230113,10570.000,10570.000,10490.000,10570.000,290,3057800
20230116,10440.000,10580.000,10435.000,10550.000,270,2837450
20230117,10425.000,10550.000,10425.000,10550.000,390,4095800
20230118,10540.000,10700.000,10535.000,10700.000,1080,11443750
20230119,10640.000,10640.000,10310.000,10460.000,270,2820650
20230120,10540.000,10545.000,10540.000,10545.000,50,527100
20230123,10565.000,10590.000,10450.000,10590.000,120,1262300
20230124,10455.000,10645.000,10455.000,10640.000,320,3389200
20230125,10450.000,10585.000,10355.000,10470.000,1540,16083300
20230126,10530.000,10650.000,10530.000,10610.000,290,3065400
20230127,10690.000,10690.000,10505.000,10630.000,1490,15767250
20230130,10655.000,10730.000,10580.000,10730.000,570,6084700
20230131,10565.000,10685.000,10000.000,10510.000,3180,33041200
20230201,10510.000,10730.000,10510.000,10715.000,520,5521400
20230202,10470.000,10800.000,10470.000,10800.000,1080,11457150
20230203,10565.000,10700.000,10565.000,10660.000,510,5408100
20230206,10705.000,10795.000,10500.000,10655.000,1060,11307250
20230207,10650.000,10790.000,10650.000,10770.000,210,2252700
20230208,10770.000,10795.000,10645.000,10795.000,160,1722050
20230209,10705.000,10710.000,10645.000,10645.000,70,747600
20230210,10645.000,10645.000,10530.000,10605.000,190,2014100
20230213,10720.000,10720.000,10590.000,10590.000,150,1596700
20230214,10685.000,10685.000,10535.000,10685.000,90,958650
20230215,10680.000,10680.000,10500.000,10515.000,180,1896600
20230216,-0.001,-0.001,-0.001,0.000,0,0
20230217,10510.000,10550.000,10490.000,10490.000,150,1574900
20230220,10460.000,10525.000,10460.000,10510.000,120,1259350
20230221,10530.000,10590.000,10500.000,10550.000,190,1997400
20230222,10590.000,10590.000,10590.000,10590.000,10,105900
20230224,10590.000,10595.000,10590.000,10595.000,100,1059200
20230227,10600.000,10685.000,10585.000,10585.000,130,1381250
20230228,10595.000,10600.000,10525.000,10600.000,180,1904750
20230301,10600.000,10790.000,10600.000,10775.000,230,2461050
20230302,10705.000,10795.000,10700.000,10720.000,120,1288750
20230303,10785.000,10790.000,10760.000,10790.000,130,1401900
